Supplier_ID,Supplier_Name,Category,City,State,GST_Number,Lead_Time_Days,Supplier_Rating,Payment_Terms,Preferred_Supplier,Active_Status,Contact_Email
SUP0484,Noida Home Appliances Supplies Pvt Ltd,Home Appliances,Noida,Uttar Pradesh,82ABCDE5223F1Z4,6,3.2,45 Days,No,Active,contact484@supplier.in
SUP0485,Ahmedabad Healthcare Supplies Pvt Ltd,Healthcare,Ahmedabad,Gujarat,15ABCDE7886F1Z5,15,3.4,60 Days,No,Active,contact485@supplier.in
SUP0486,Indore Home Appliances Supplies Pvt Ltd,Home Appliances,Indore,Madhya Pradesh,88ABCDE7868F1Z3,9,3.7,45 Days,No,Active,contact486@supplier.in
SUP0487,Hyderabad Home Appliances Supplies Pvt Ltd,Home Appliances,Hyderabad,Telangana,24ABCDE6687F1Z3,7,4.6,30 Days,Yes,Active,contact487@supplier.in
SUP0488,Hyderabad Books Supplies Pvt Ltd,Books,Hyderabad,Telangana,37ABCDE7676F1Z4,2,4.0,45 Days,No,Active,contact488@supplier.in
SUP0489,Ahmedabad Healthcare Supplies Pvt Ltd,Healthcare,Ahmedabad,Gujarat,56ABCDE1743F1Z2,16,4.4,60 Days,No,Active,contact489@supplier.in
SUP0490,Hyderabad Healthcare Supplies Pvt Ltd,Healthcare,Hyderabad,Telangana,10ABCDE7568F1Z1,12,4.5,30 Days,Yes,Active,contact490@supplier.in
SUP0491,Jaipur Toys Supplies Pvt Ltd,Toys,Jaipur,Rajasthan,26ABCDE6875F1Z1,18,4.5,45 Days,Yes,Active,contact491@supplier.in
SUP0492,Kolkata Beauty Supplies Pvt Ltd,Beauty,Kolkata,West Bengal,18ABCDE5148F1Z6,9,4.3,45 Days,No,Active,contact492@supplier.in
SUP0493,Kolkata Books Supplies Pvt Ltd,Books,Kolkata,West Bengal,59ABCDE6124F1Z6,6,4.3,30 Days,No,Active,contact493@supplier.in
SUP0494,Mumbai Grocery Supplies Pvt Ltd,Grocery,Mumbai,Maharashtra,80ABCDE1912F1Z2,20,4.8,45 Days,Yes,Active,contact494@supplier.in
SUP0495,Mumbai Electronics Supplies Pvt Ltd,Electronics,Mumbai,Maharashtra,93ABCDE7689F1Z4,21,3.7,60 Days,No,Active,contact495@supplier.in
SUP0496,Mumbai Toys Supplies Pvt Ltd,Toys,Mumbai,Maharashtra,47ABCDE2023F1Z2,21,3.8,60 Days,No,Active,contact496@supplier.in
SUP0497,Chennai Grocery Supplies Pvt Ltd,Grocery,Chennai,Tamil Nadu,36ABCDE4629F1Z8,3,4.7,45 Days,Yes,Active,contact497@supplier.in
SUP0498,Hyderabad Toys Supplies Pvt Ltd,Toys,Hyderabad,Telangana,86ABCDE3861F1Z5,13,4.4,60 Days,No,Active,contact498@supplier.in
SUP0499,Ahmedabad Furniture Supplies Pvt Ltd,Furniture,Ahmedabad,Gujarat,81ABCDE6827F1Z1,16,4.0,45 Days,No,Active,contact499@supplier.in
SUP0500,Kolkata Toys Supplies Pvt Ltd,Toys,Kolkata,West Bengal,60ABCDE3186F1Z1,17,4.0,60 Days,No,Active,contact500@supplier.in
